Order,Order Date,Currency,Order Subtotal,Order Shipping Price,Order Tax Total,Order Total,Order Refunded Amount,Fulfillment Date,Fulfillment Type,Fulfillment Status,Channels,Fulfillment Location,Item Quantity,Item SKU,Item Variation,Item Price,Item Options Total Price,Item Total Price,Item ID,Modifier ID
Square Online 611053435,2025/10/01,USD,8.0,,0.62,9.62,,"10/01/2025, 12:30 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0030,MTM0085
,2025/10/01,USD,13.75,,1.07,16.88,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0155
,2025/10/01,USD,13.75,,1.07,16.88,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.28,MTI0021,MTM0155
,2025/10/01,USD,6.75,,0.52,8.27,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0021,MTM0037
,2025/10/01,USD,6.5,,0.51,8.01,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,6.5,7.01,MTI0001,MTM0003
,2025/10/01,USD,8.0,,0.62,8.62,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0002,MTM0585
,2025/10/01,USD,6.0,,0.47,7.47,,,,,Mosa Tea,Mosa Tea,1,,,6.0,6.0,6.47,MTI0034,MTM0023
,2025/10/01,USD,26.5,,2.06,32.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0002,MTM0128
,2025/10/01,USD,26.5,,2.06,32.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.55,MTI0002,MTM0190
,2025/10/01,USD,26.5,,2.06,32.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0080
,2025/10/01,USD,26.5,,2.06,32.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,5.5,5.5,5.93,MTI0023,MTM0080
,2025/10/01,USD,8.0,,0.62,8.62,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0002,MTM0592
,2025/10/01,USD,6.5,,0.51,7.01,,,,,Mosa Tea,Mosa Tea,1,,,6.5,6.5,7.01,MTI0011,MTM0487
,2025/10/01,USD,7.75,,0.6,8.35,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.75,8.35,MTI0030,MTM0004
,2025/10/01,USD,5.85,,0.45,7.3,,,,,Mosa Tea,Mosa Tea,1,,,5.5,6.5,6.3,MTI0036,MTM0032
DoorDash,2025/10/01,USD,13.5,,1.05,14.55,,"10/01/2025, 2:04 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,6.25,6.25,6.74,MTI0032,MTM0014
DoorDash,2025/10/01,USD,13.5,,1.05,14.55,,"10/01/2025, 2:04 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,6.25,7.25,7.81,MTI0016,MTM0084
,2025/10/01,USD,6.5,,0.51,7.01,,,,,Mosa Tea,Mosa Tea,1,,Regular,5.5,6.5,7.01,MTI0022,MTM0562
,2025/10/01,USD,6.75,,0.52,7.27,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0020,MTM0023
,2025/10/01,USD,8.0,,0.62,9.62,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0002,MTM0585
,2025/10/01,USD,6.5,,0.51,7.01,,,,,Mosa Tea,Mosa Tea,1,,,5.5,6.5,7.01,MTI0036,MTM0032
,2025/10/01,USD,13.5,,1.05,14.55,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,7.54,MTI0035,MTM0185
,2025/10/01,USD,13.5,,1.05,14.55,,,,,Mosa Tea,Mosa Tea,1,,,5.5,6.5,7.01,MTI0036,MTM0185
Kiosk,2025/10/01,USD,6.5,,0.51,8.01,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.5,6.5,7.01,MTI0014,MTM0355
Square Online 2104530554,2025/10/01,USD,13.5,,1.05,14.55,,"10/01/2025, 2:55 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0020,MTM0093
Square Online 2104530554,2025/10/01,USD,13.5,,1.05,14.55,,"10/01/2025, 2:55 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.28,MTI0021,MTM0080
,2025/10/01,USD,12.75,,0.99,13.74,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0021,MTM0080
,2025/10/01,USD,12.75,,0.99,13.74,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.0,6.47,MTI0035,MTM0080
,2025/10/01,USD,13.75,,1.07,15.82,,,,,Mosa Tea,Mosa Tea,1,,,6.0,7.0,7.54,MTI0034,MTM0226
,2025/10/01,USD,13.75,,1.07,15.82,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.28,MTI0020,MTM0023
,2025/10/01,USD,7.0,,0.54,8.04,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0014
DoorDash,2025/10/01,USD,9.0,,0.7,9.7,,"10/01/2025, 3:30 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,7.0,9.0,9.7,MTI0030,MTM0235
,2025/10/01,USD,6.0,,0.47,6.47,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.0,6.47,MTI0035,MTM0524
,2025/10/01,USD,6.25,,0.49,6.74,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.25,6.25,6.74,MTI0005,MTM0023
,2025/10/01,USD,6.3,,0.49,6.79,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,6.79,MTI0030,MTM0155
Square Online 2112854727,2025/10/01,USD,6.75,,0.52,8.27,,"10/01/2025, 4:00 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,,6.0,6.75,7.27,MTI0025,MTM0138
,2025/10/01,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0037
,2025/10/01,USD,7.0,,0.54,8.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0002,MTM0249
,2025/10/01,USD,7.5,,0.58,8.08,,,,,Mosa Tea,Mosa Tea,1,,Regular,5.5,7.5,8.08,MTI0028,MTM0539
,2025/10/01,USD,12.0,,0.93,12.93,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.0,6.46,MTI0035,MTM0037
,2025/10/01,USD,12.0,,0.93,12.93,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.0,6.47,MTI0027,MTM0037
,2025/10/01,USD,8.0,,0.62,8.62,,,,,Mosa Tea,Mosa Tea,1,,,6.5,8.0,8.62,MTI0013,MTM0432
,2025/10/01,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0102
,2025/10/01,USD,6.75,,0.52,7.27,,,,,Mosa Tea,Mosa Tea,1,,,6.0,6.75,7.27,MTI0025,MTM0038
Kiosk,2025/10/01,USD,14.5,,1.13,15.63,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.5,7.25,7.81,MTI0001,MTM0024
Kiosk,2025/10/01,USD,14.5,,1.13,15.63,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.5,7.25,7.82,MTI0015,MTM0309
Kiosk,2025/10/01,USD,8.0,,0.62,8.62,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0002,MTM0203
Kiosk,2025/10/01,USD,6.5,,0.51,7.01,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.5,6.5,7.01,MTI0001,MTM0003
Kiosk,2025/10/01,USD,6.75,,0.52,9.27,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,,6.0,6.75,7.27,MTI0034,MTM0004
Kiosk,2025/10/01,USD,6.75,,0.52,7.27,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.0,6.75,7.27,MTI0006,MTM0156
,2025/10/01,USD,6.0,,0.47,6.47,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.0,6.47,MTI0035,MTM0555
DoorDash,2025/10/01,USD,8.0,,0.62,8.62,,"10/01/2025, 5:45 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0002,MTM0066
,2025/10/01,USD,6.0,,0.47,6.47,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.0,6.47,MTI0035,MTM0102
,2025/10/01,USD,37.5,,2.91,46.03,,,,,Mosa Tea,Mosa Tea,1,,,6.25,7.5,8.08,MTI0033,MTM0127
,2025/10/01,USD,37.5,,2.91,46.03,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.75,7.27,MTI0035,MTM0146
,2025/10/01,USD,37.5,,2.91,46.03,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.25,7.0,7.54,MTI0016,MTM0094
,2025/10/01,USD,37.5,,2.91,46.03,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,8.0,8.63,MTI0017,MTM0158
,2025/10/01,USD,37.5,,2.91,46.03,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.25,8.25,8.89,MTI0016,MTM0158
,2025/10/01,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,7.54,MTI0035,MTM0088
,2025/10/01,USD,14.0,,1.09,15.09,,,,,Mosa Tea,Mosa Tea,2,,Regular,7.0,7.0,15.09,MTI0030,MTM0037
,2025/10/01,USD,14.0,,1.09,15.09,,,,,Mosa Tea,Mosa Tea,2,,Regular,7.0,7.0,15.09,MTI0030,MTM0023
,2025/10/01,USD,7.0,,0.54,8.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0003
,2025/10/01,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0002,MTM0057
,2025/10/01,USD,7.0,,0.54,8.04,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0002,MTM0190
Kiosk,2025/10/01,USD,16.0,,1.24,19.64,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0002,MTM0585
Kiosk,2025/10/01,USD,16.0,,1.24,19.64,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0002,MTM0592
Kiosk,2025/10/01,USD,13.5,,1.05,14.55,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.0,6.75,7.27,MTI0017,MTM0070
Kiosk,2025/10/01,USD,13.5,,1.05,14.55,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,,6.0,6.75,7.28,MTI0034,MTM0070
,2025/10/01,USD,7.0,,0.54,8.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0031,MTM0155
Kiosk,2025/10/01,USD,11.5,,0.89,14.11,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,5.5,5.5,5.93,MTI0007,MTM0069
Kiosk,2025/10/01,USD,11.5,,0.89,14.11,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,,6.0,6.0,6.46,MTI0025,MTM0207
Kiosk,2025/10/01,USD,13.75,,1.07,16.88,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.0,6.75,7.28,MTI0027,MTM0103
Kiosk,2025/10/01,USD,13.75,,1.07,16.88,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0002,MTM0190
DoorDash - Storefront,2025/10/01,USD,20.25,,1.57,21.82,,"10/01/2025, 7:01 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,6.0,6.75,7.27,MTI0017,MTM0547
DoorDash - Storefront,2025/10/01,USD,20.25,,1.57,21.82,,"10/01/2025, 7:01 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,6.0,6.75,7.27,MTI0006,MTM0556
DoorDash - Storefront,2025/10/01,USD,20.25,,1.57,21.82,,"10/01/2025, 7:01 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,6.0,6.75,7.28,MTI0006,MTM0081
,2025/10/01,USD,7.0,,0.54,8.54,,,,,Mosa Tea,Mosa Tea,1,,,6.0,7.0,7.54,MTI0025,MTM0108
,2025/10/01,USD,6.3,,0.49,6.79,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,6.79,MTI0027,MTM0108
,2025/10/01,USD,23.5,,1.83,28.33,,,,,Mosa Tea,Mosa Tea,1,,,6.5,8.25,8.89,MTI0009,MTM0334
,2025/10/01,USD,23.5,,1.83,28.33,,,,,Mosa Tea,Mosa Tea,1,,,6.5,7.25,7.82,MTI0013,MTM0330
,2025/10/01,USD,23.5,,1.83,28.33,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0030,MTM0166
,2025/10/01,USD,12.75,,0.99,15.65,,,,,Mosa Tea,Mosa Tea,1,,,6.0,6.0,6.47,MTI0025,MTM0080
,2025/10/01,USD,12.75,,0.99,15.65,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0021,MTM0145
Kiosk,2025/10/01,USD,6.5,,0.51,7.01,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,,6.5,6.5,7.01,MTI0011,MTM0345
Square Online 1722162593,2025/10/01,USD,20.5,,1.59,25.17,,"10/01/2025, 7:45 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,6.75,7.5,8.08,MTI0020,MTM0211
Square Online 1722162593,2025/10/01,USD,20.5,,1.59,25.17,,"10/01/2025, 7:45 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0207
Square Online 1722162593,2025/10/01,USD,20.5,,1.59,25.17,,"10/01/2025, 7:45 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,,6.0,6.0,6.47,MTI0025,MTM0207
Kiosk,2025/10/01,USD,8.0,,0.62,8.62,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0002,MTM0592
Kiosk,2025/10/01,USD,8.0,,0.62,8.62,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0002,MTM0589
Kiosk,2025/10/01,USD,8.0,,0.62,10.62,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0002,MTM0585
Kiosk,2025/10/01,USD,14.25,,1.11,16.36,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,,6.0,7.0,7.55,MTI0034,MTM0212
Kiosk,2025/10/01,USD,14.25,,1.11,16.36,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,,6.25,7.25,7.81,MTI0024,MTM0166
Kiosk,2025/10/01,USD,15.0,,1.17,16.17,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,,6.0,7.0,7.55,MTI0034,MTM0026
Kiosk,2025/10/01,USD,15.0,,1.17,16.17,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0002,MTM0061
,2025/10/01,USD,15.25,,1.18,17.43,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,7.75,8.35,MTI0021,MTM0124
,2025/10/01,USD,15.25,,1.18,17.43,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,7.5,8.08,MTI0001,MTM0166
Kiosk,2025/10/01,USD,13.5,,1.05,14.55,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,,6.0,7.0,7.54,MTI0034,MTM0047
Kiosk,2025/10/01,USD,13.5,,1.05,14.55,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.5,6.5,7.01,MTI0014,MTM0366
DoorDash,2025/10/01,USD,8.0,,0.62,8.62,,"10/01/2025, 8:32 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0031,MTM0152
,2025/10/01,USD,7.0,,0.54,8.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0002,MTM0057
Kiosk,2025/10/01,USD,7.0,,0.54,7.54,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,,6.0,7.0,7.54,MTI0034,MTM0026
Kiosk,2025/10/01,USD,11.5,,0.89,12.39,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.0,6.0,6.46,MTI0027,MTM0102
Kiosk,2025/10/01,USD,11.5,,0.89,12.39,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,5.5,5.5,5.93,MTI0007,MTM0230
,2025/10/01,USD,19.0,,1.48,23.33,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.0,6.47,MTI0035,MTM0155
,2025/10/01,USD,19.0,,1.48,23.33,,,,,Mosa Tea,Mosa Tea,1,,,6.0,6.0,6.47,MTI0025,MTM0093
,2025/10/01,USD,19.0,,1.48,23.33,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0002,MTM0190
,2025/10/01,USD,4.95,,0.38,7.33,,,,,Mosa Tea,Mosa Tea,1,,,5.5,5.5,5.33,MTI0036,MTM0093
,2025/10/01,USD,7.75,,0.6,9.35,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.75,8.35,MTI0030,MTM0024
Kiosk,2025/10/02,USD,23.5,,1.83,25.33,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.25,6.25,6.74,MTI0016,MTM0518
Kiosk,2025/10/02,USD,23.5,,1.83,25.33,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.25,6.25,6.74,MTI0016,MTM0546
Kiosk,2025/10/02,USD,23.5,,1.83,25.33,,,Self-serve,Completed,Kiosk,Mosa Tea,2,,Regular,5.5,5.5,11.85,MTI0018,MTM0102
,2025/10/02,USD,6.0,,0.47,6.47,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.0,6.47,MTI0035,MTM0536
Square Online 1126443821,2025/10/02,USD,16.0,,1.24,19.64,,"10/02/2025, 12:15 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0030,MTM0085
Square Online 1126443821,2025/10/02,USD,16.0,,1.24,19.64,,"10/02/2025, 12:15 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0002,MTM0589
,2025/10/02,USD,7.0,,0.54,8.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0102
,2025/10/02,USD,9.0,,0.7,9.7,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,9.0,9.7,MTI0002,MTM0594
,2025/10/02,USD,7.0,,0.54,9.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,7.54,MTI0017,MTM0043
,2025/10/02,USD,7.0,,0.54,8.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,7.54,MTI0017,MTM0078
,2025/10/02,USD,7.0,,0.54,8.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,7.54,MTI0035,MTM0010
,2025/10/02,USD,13.25,,1.03,16.93,,,,,Mosa Tea,Mosa Tea,1,,,6.25,6.25,6.74,MTI0033,MTM0014
,2025/10/02,USD,13.25,,1.03,16.93,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0023
,2025/10/02,USD,12.75,,0.99,14.74,,,,,Mosa Tea,Mosa Tea,1,,Regular,5.5,6.5,7.0,MTI0018,MTM0085
,2025/10/02,USD,12.75,,0.99,14.74,,,,,Mosa Tea,Mosa Tea,1,,Regular,5.5,6.25,6.74,MTI0023,MTM0099
,2025/10/02,USD,12.75,,0.99,14.74,,,,,Mosa Tea,Mosa Tea,1,,Regular,5.5,6.25,6.74,MTI0028,MTM0024
,2025/10/02,USD,12.75,,0.99,14.74,,,,,Mosa Tea,Mosa Tea,1,,,6.5,6.5,7.0,MTI0009,MTM0440
,2025/10/02,USD,7.25,,0.56,7.81,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,7.25,7.81,MTI0001,MTM0024
DoorDash,2025/10/02,USD,14.0,,0.76,14.76,,"10/02/2025, 1:42 PM",Pickup,Completed,DoorDash,Mosa Tea,2,,Regular,7.0,7.0,14.76,MTI0002,MTM0057
DoorDash - Storefront,2025/10/02,USD,21.5,,1.67,23.17,,"10/02/2025, 1:59 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,6.0,6.0,6.47,MTI0017,MTM0093
DoorDash - Storefront,2025/10/02,USD,21.5,,1.67,23.17,,"10/02/2025, 1:59 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,6.0,7.75,8.35,MTI0017,MTM0526
DoorDash - Storefront,2025/10/02,USD,21.5,,1.67,23.17,,"10/02/2025, 1:59 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,7.0,7.75,8.35,MTI0030,MTM0222
DoorDash,2025/10/02,USD,16.0,,1.24,17.24,,"10/02/2025, 2:14 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0030,MTM0549
DoorDash,2025/10/02,USD,16.0,,1.24,17.24,,"10/02/2025, 2:14 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0030,MTM0174
,2025/10/02,USD,8.75,,0.68,9.43,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,8.75,9.43,MTI0002,MTM0193
Kiosk,2025/10/02,USD,6.0,,0.47,6.47,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.0,6.0,6.47,MTI0035,MTM0003
,2025/10/02,USD,14.0,,1.09,17.19,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0037
,2025/10/02,USD,14.0,,1.09,17.19,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.55,MTI0030,MTM0023
,2025/10/02,USD,13.75,,1.07,16.88,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0155
,2025/10/02,USD,13.75,,1.07,16.88,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.28,MTI0020,MTM0155
,2025/10/02,USD,14.0,,1.09,16.09,,,,,Mosa Tea,Mosa Tea,2,,,6.0,8.0,15.09,MTI0025,MTM0550
Kiosk,2025/10/02,USD,13.25,,1.03,14.28,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.5,6.5,7.01,MTI0001,MTM0003
Kiosk,2025/10/02,USD,13.25,,1.03,14.28,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.0,6.75,7.27,MTI0027,MTM0004
,2025/10/02,USD,21.0,,1.63,22.63,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0155
,2025/10/02,USD,21.0,,1.63,22.63,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0169
,2025/10/02,USD,21.0,,1.63,22.63,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.55,MTI0030,MTM0037
,2025/10/02,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,7.54,MTI0035,MTM0149
Square Online 1486392894,2025/10/02,USD,8.0,,0.62,8.62,,"10/02/2025, 3:20 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0030,MTM0140
,2025/10/02,USD,13.75,,1.07,16.88,,,,,Mosa Tea,Mosa Tea,1,,Regular,5.5,6.5,7.01,MTI0037,MTM0085
,2025/10/02,USD,13.75,,1.07,16.88,,,,,Mosa Tea,Mosa Tea,1,,,6.5,7.25,7.81,MTI0013,MTM0305
,2025/10/02,USD,6.75,,0.52,8.27,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0021,MTM0102
,2025/10/02,USD,6.75,,0.52,8.0,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0021,MTM0037
,2025/10/02,USD,17.5,,1.36,18.86,,,,,Mosa Tea,Mosa Tea,2,,Regular,7.0,10.5,18.86,MTI0002,MTM0586
,2025/10/02,USD,7.0,,0.54,8.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0037
,2025/10/02,USD,21.75,,1.69,25.44,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0221
,2025/10/02,USD,21.75,,1.69,25.44,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,7.5,8.08,MTI0001,MTM0160
,2025/10/02,USD,21.75,,1.69,25.44,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,7.25,7.82,MTI0012,MTM0444
,2025/10/02,USD,14.0,,1.09,15.09,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0002,MTM0566
,2025/10/02,USD,14.0,,1.09,15.09,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,7.55,MTI0035,MTM0124
,2025/10/02,USD,6.0,,0.47,6.47,,,,,Mosa Tea,Mosa Tea,1,,,6.0,6.0,6.47,MTI0025,MTM0546
Kiosk,2025/10/02,USD,7.0,,0.54,7.54,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0183
,2025/10/02,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0080
,2025/10/02,USD,13.0,,1.01,15.96,,,,,Mosa Tea,Mosa Tea,1,,,6.0,6.0,6.47,MTI0025,MTM0102
,2025/10/02,USD,13.0,,1.01,15.96,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0102
Square Online 2065080914,2025/10/02,USD,6.75,,0.52,8.27,,"10/02/2025, 5:25 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.75,7.27,MTI0027,MTM0038
,2025/10/02,USD,14.25,,1.11,17.5,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,7.25,7.81,MTI0001,MTM0156
,2025/10/02,USD,14.25,,1.11,17.5,,,,,Mosa Tea,Mosa Tea,1,,,6.0,7.0,7.55,MTI0025,MTM0237
,2025/10/02,USD,21.25,,1.65,26.09,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.75,7.27,MTI0035,MTM0038
,2025/10/02,USD,21.25,,1.65,26.09,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.75,7.28,MTI0006,MTM0002
,2025/10/02,USD,21.25,,1.65,26.09,,,,,Mosa Tea,Mosa Tea,1,,,7.0,7.75,8.35,MTI0010,MTM0434
,2025/10/02,USD,14.5,,1.13,16.63,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.28,MTI0020,MTM0155
,2025/10/02,USD,14.5,,1.13,16.63,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.75,8.35,MTI0002,MTM0191
Kiosk,2025/10/02,USD,5.5,,0.43,5.93,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,5.5,5.5,5.93,MTI0037,MTM0049
